"","P1_2020Oct","P3_2023Jan"
"AHR",136,136
"AR",36,129
"ARID3A",43,60
"ARNT",127,103
"ARNTL",59,6
"ASCL2",3,41
"ATF1",103,133
"ATF2",158,126
"ATF3",76,46
"BACH1",18,20
"BACH2",128,24
"BARX2",38,12
"BATF",45,150
"BCL11A",29,69
"BCL6",94,115
"BHLHE40",17,144
"CEBPA",166,74
"CEBPD",32,61
"CLOCK",1,38
"CTCF",54,171
"E2F2",146,100
"E2F3",71,145
"E2F4",87,43
"E2F6",148,176
"E2F7",40,140
"E2F8",34,131
"EBF1",63,72
"EGR1",113,63
"EGR2",82,17
"EHF",172,138
"ELF1",120,172
"ELK1",178,165
"ELK3",4,42
"ELK4",35,37
"EPAS1",102,21
"ESR1",55,66
"ESR2",164,27
"ESRRA",28,7
"ETS2",122,92
"ETV1",123,101
"ETV5",115,52
"ETV6",180,181
"ETV7",78,10
"FOS",176,31
"FOSL1",74,157
"FOSL2",81,36
"FOXD2",79,122
"FOXH1",121,51
"FOXK1",151,73
"FOXM1",52,142
"FOXO3",93,116
"FOXP1",88,105
"FOXP2",16,90
"FOXP3",105,179
"GATA1",44,81
"GATA2",101,168
"GATA3",7,121
"GATA4",85,79
"GLI2",96,15
"GLIS1",64,76
"GMEB1",161,163
"GMEB2",117,54
"GRHL2",89,80
"GTF2B",181,166
"GTF2I",111,78
"HEY1",177,110
"HIF1A",133,143
"HINFP",160,50
"HNF1B",98,148
"HNF4A",95,39
"HNF4G",48,9
"HOXA1",132,125
"HOXA4",149,178
"HOXB13",167,77
"HOXC6",157,108
"HSF1",104,23
"HSF2",173,124
"IRF2",41,11
"IRF3",114,88
"IRF4",50,83
"JUN",144,111
"JUNB",26,118
"JUND",179,127
"KLF1",5,106
"KLF10",159,175
"KLF3",83,44
"KLF4",171,151
"KLF9",110,89
"KMT2A",90,104
"LHX2",24,98
"MAF",156,26
"MAFF",124,45
"MAFK",72,19
"MECOM",116,119
"MEF2A",99,40
"MEF2C",56,139
"MEIS1",67,102
"MITF",126,18
"MNT",170,68
"MXI1",14,87
"MYB",65,56
"MYBL2",152,113
"MYC",129,146
"NANOG",49,59
"NFAT5",91,152
"NFATC1",10,48
"NFE2",47,34
"NFIC",86,167
"NFYA",138,4
"NFYB",163,28
"NKX2-1",37,49
"NR2C2",165,159
"NR2F2",75,120
"NRF1",109,35
"PAX5",108,3
"PAX6",106,160
"PBX1",97,47
"PBX3",119,93
"PGR",92,62
"POU2F1",53,94
"POU2F2",20,75
"PPARG",155,155
"PRDM1",33,109
"RARG",118,91
"RBPJ",46,128
"RELA",142,134
"REST",169,169
"RFX2",25,8
"RFX5",147,82
"RUNX1",69,16
"RUNX2",125,25
"RUNX3",139,65
"RXRA",42,64
"RXRG",112,123
"SETDB1",84,5
"SIX5",9,149
"SMAD3",80,173
"SOX17",51,2
"SP1",11,99
"SP4",107,147
"SPDEF",141,22
"SPI1",143,132
"SPIB",154,14
"SREBF1",60,86
"SRF",162,130
"STAT1",61,67
"STAT2",153,164
"STAT3",131,30
"STAT4",66,85
"STAT5A",134,180
"STAT5B",30,154
"TBP",70,95
"TCF12",175,135
"TCF21",8,55
"TCF3",58,161
"TCF4",174,107
"TCF7L2",62,112
"TEAD4",168,153
"TFAP2A",27,162
"TFAP2C",12,174
"TFAP4",135,71
"TFDP1",23,57
"THAP1",15,158
"TP63",22,33
"TP73",6,32
"USF1",19,141
"USF2",150,29
"VDR",31,177
"VEZF1",73,156
"XBP1",39,170
"YY1",68,137
"ZBTB33",100,13
"ZBTB7A",57,70
"ZBTB7B",140,96
"ZEB1",145,58
"ZFX",21,117
"ZKSCAN1",137,114
"ZNF143",130,53
"ZNF263",77,97
"ZNF384",13,84
"ZNF76",2,1
