"","P1_2020Oct","P2_2021Mar"
"AHR",-0.353140079602691,0.445577621585924
"ESRRA",0.350692120742489,-0.428595688475872
"FOS",-0.416522841745624,-0.423727534317656
"FOXH1",-0.446409073297876,-0.354120477381009
"GTF2I",-0.370187735549998,-0.374593141185905
"NANOG",-0.364657814096016,0.361705740836832
"NFIC",-0.519742171815012,-0.390141044388886
"RUNX2",-0.406114613786059,-0.359366007830558
"SP4",0.455637349864394,0.398688617387613
"SPIB",-0.536402381036244,0.380536817774423
"SRF",0.306170969673488,0.591169394782773
"STAT2",0.38728822514177,-0.610736355488466
"STAT3",0.321334225634884,0.547639039577339
"TCF3",0.320788277975415,0.425595546959762
"THAP1",0.334806804973407,-0.479522618991462
"TP63",-0.48666831038005,0.50592009057031
