"","P1_2020Oct","P2_2021Mar","P3_2023Jan"
"AHR",9,67,114
"AR",5,21,2
"ARID3A",73,124,34
"ARNT",58,59,172
"ARNTL",7,100,88
"ASCL2",4,76,39
"ATF1",151,63,132
"ATF2",167,175,156
"ATF3",137,30,153
"BACH1",53,165,139
"BACH2",13,18,171
"BARX2",121,146,53
"BATF",50,43,66
"BCL11A",75,45,121
"BCL6",158,151,96
"BHLHE40",145,177,150
"CEBPA",140,84,146
"CEBPD",149,36,48
"CLOCK",135,108,10
"CTCF",127,66,175
"E2F2",48,9,27
"E2F3",55,31,67
"E2F4",63,131,23
"E2F6",170,136,20
"E2F7",84,49,167
"E2F8",68,166,169
"EBF1",130,156,168
"EGR1",154,29,133
"EGR2",173,143,118
"EHF",114,121,70
"ELF1",85,37,62
"ELK1",139,158,43
"ELK3",11,77,145
"ELK4",166,89,160
"EPAS1",46,69,3
"ESR1",34,11,98
"ESR2",18,98,129
"ESRRA",66,16,97
"ETS2",105,133,37
"ETV1",107,126,63
"ETV5",26,72,46
"ETV6",172,169,126
"ETV7",78,27,140
"FOS",179,170,9
"FOSL1",64,58,95
"FOSL2",24,57,40
"FOXD2",56,83,17
"FOXH1",123,68,134
"FOXK1",120,142,68
"FOXM1",176,150,115
"FOXO3",3,81,149
"FOXP1",60,7,73
"FOXP2",132,91,54
"FOXP3",94,130,93
"GATA1",65,23,1
"GATA2",101,61,58
"GATA3",25,80,159
"GATA4",80,71,179
"GLI2",16,14,157
"GLIS1",43,38,106
"GMEB1",133,44,177
"GMEB2",35,111,7
"GRHL2",37,51,22
"GTF2B",177,178,137
"GTF2I",67,26,130
"HEY1",52,120,143
"HIF1A",160,172,155
"HINFP",162,88,33
"HNF1B",129,144,77
"HNF4A",131,163,178
"HNF4G",30,8,29
"HOXA1",175,153,119
"HOXA4",180,180,109
"HOXB13",44,13,122
"HOXC6",141,118,173
"HSF1",69,113,142
"HSF2",178,104,81
"IRF2",150,97,89
"IRF3",76,34,144
"IRF4",153,19,101
"JUN",98,129,45
"JUNB",113,50,110
"JUND",181,181,135
"KLF1",22,22,113
"KLF10",86,149,138
"KLF3",138,86,92
"KLF4",108,139,103
"KLF9",112,90,16
"KMT2A",40,3,69
"LHX2",88,135,148
"MAF",143,140,36
"MAFF",45,4,38
"MAFK",115,78,111
"MECOM",171,174,104
"MEF2A",39,52,165
"MEF2C",104,171,91
"MEIS1",81,82,19
"MITF",79,62,116
"MNT",21,114,64
"MXI1",27,10,15
"MYB",51,41,26
"MYBL2",10,28,6
"MYC",146,117,158
"NANOG",125,107,78
"NFAT5",128,101,72
"NFATC1",148,25,94
"NFE2",47,33,164
"NFIC",15,60,57
"NFYA",42,116,44
"NFYB",32,24,162
"NKX2-1",36,39,71
"NR2C2",70,64,31
"NR2F2",72,134,170
"NRF1",14,96,60
"PAX5",110,159,5
"PAX6",163,127,32
"PBX1",38,112,112
"PBX3",169,145,75
"PGR",83,105,107
"POU2F1",31,79,136
"POU2F2",23,75,12
"PPARG",1,87,8
"PRDM1",41,40,86
"RARG",57,42,99
"RBPJ",96,128,174
"RELA",161,164,141
"REST",152,46,65
"RFX2",117,99,83
"RFX5",111,17,117
"RUNX1",90,70,14
"RUNX2",2,54,124
"RUNX3",87,2,151
"RXRA",102,35,131
"RXRG",168,179,84
"SETDB1",142,154,76
"SIX5",103,47,163
"SMAD3",164,20,176
"SOX17",12,32,100
"SP1",174,55,120
"SP4",74,110,59
"SPDEF",28,5,74
"SPI1",147,147,105
"SPIB",91,6,49
"SREBF1",20,152,147
"SRF",82,12,4
"STAT1",122,157,79
"STAT2",89,94,125
"STAT3",157,148,56
"STAT4",8,125,85
"STAT5A",61,161,25
"STAT5B",136,168,127
"TBP",126,123,152
"TCF12",144,122,154
"TCF21",19,132,82
"TCF3",97,173,161
"TCF4",6,115,24
"TCF7L2",165,109,108
"TEAD4",134,65,123
"TFAP2A",17,15,51
"TFAP2C",155,162,28
"TFAP4",77,53,80
"TFDP1",124,119,181
"THAP1",99,1,18
"TP63",59,137,42
"TP73",116,92,87
"USF1",62,138,50
"USF2",95,48,90
"VDR",159,74,128
"VEZF1",49,93,55
"XBP1",156,56,30
"YY1",71,176,180
"ZBTB33",106,102,52
"ZBTB7A",118,85,47
"ZBTB7B",92,155,41
"ZEB1",119,141,166
"ZFX",109,167,102
"ZKSCAN1",93,73,13
"ZNF143",33,95,11
"ZNF263",100,160,21
"ZNF384",29,106,35
"ZNF76",54,103,61
