"","P1_2020Oct","P2_2021Mar","P3_2023Jan"
"AHR",59,64,94
"AR",47,19,37
"ARID3A",44,152,26
"ARNT",102,6,161
"ARNTL",123,22,70
"ASCL2",110,101,89
"ATF1",173,121,160
"ATF2",134,161,165
"ATF3",8,13,53
"BACH1",121,126,95
"BACH2",126,35,171
"BARX2",10,127,30
"BATF",17,151,101
"BCL11A",14,103,164
"BCL6",115,79,124
"BHLHE40",93,51,29
"CEBPA",37,30,34
"CEBPD",67,25,57
"CLOCK",29,36,28
"CTCF",159,133,154
"E2F2",64,1,7
"E2F3",116,33,17
"E2F4",87,47,99
"E2F6",128,42,61
"E2F7",25,65,15
"E2F8",169,162,27
"EBF1",153,89,98
"EGR1",142,46,49
"EGR2",135,29,60
"EHF",174,86,167
"ELF1",27,17,150
"ELK1",26,85,102
"ELK3",34,50,72
"ELK4",137,81,145
"EPAS1",86,62,5
"ESR1",55,28,9
"ESR2",45,110,23
"ESRRA",96,44,54
"ETS2",175,150,169
"ETV1",58,41,131
"ETV5",5,116,76
"ETV6",176,168,180
"ETV7",6,107,130
"FOS",70,73,10
"FOSL1",143,120,104
"FOSL2",105,7,144
"FOXD2",48,3,24
"FOXH1",181,83,140
"FOXK1",84,95,65
"FOXM1",104,145,143
"FOXO3",38,9,50
"FOXP1",156,140,56
"FOXP2",66,159,179
"FOXP3",85,153,147
"GATA1",130,138,32
"GATA2",103,69,108
"GATA3",4,37,139
"GATA4",24,75,63
"GLI2",144,98,90
"GLIS1",106,26,43
"GMEB1",83,122,148
"GMEB2",139,60,1
"GRHL2",161,115,128
"GTF2B",125,177,137
"GTF2I",51,31,42
"HEY1",20,117,80
"HIF1A",50,173,138
"HINFP",2,92,88
"HNF1B",172,174,4
"HNF4A",71,23,116
"HNF4G",9,16,96
"HOXA1",114,106,146
"HOXA4",170,129,51
"HOXB13",46,58,86
"HOXC6",150,164,106
"HSF1",52,10,120
"HSF2",141,67,91
"IRF2",107,124,93
"IRF3",157,156,127
"IRF4",119,131,19
"JUN",69,104,59
"JUNB",101,160,71
"JUND",177,180,181
"KLF1",63,20,12
"KLF10",40,90,52
"KLF3",91,172,177
"KLF4",136,63,172
"KLF9",124,137,157
"KMT2A",13,2,158
"LHX2",89,56,112
"MAF",148,99,25
"MAFF",7,84,18
"MAFK",166,32,111
"MECOM",171,68,134
"MEF2A",92,77,141
"MEF2C",31,88,125
"MEIS1",53,38,33
"MITF",30,66,163
"MNT",1,54,173
"MXI1",16,8,58
"MYB",62,80,11
"MYBL2",100,11,115
"MYC",65,147,31
"NANOG",35,119,68
"NFAT5",18,59,107
"NFATC1",81,24,35
"NFE2",129,45,92
"NFIC",108,76,132
"NFYA",41,142,159
"NFYB",19,52,129
"NKX2-1",95,175,16
"NR2C2",43,82,20
"NR2F2",32,176,123
"NRF1",22,78,75
"PAX5",33,53,151
"PAX6",131,141,119
"PBX1",151,139,87
"PBX3",127,112,149
"PGR",149,97,62
"POU2F1",68,96,166
"POU2F2",88,109,2
"PPARG",112,128,118
"PRDM1",76,87,41
"RARG",28,4,3
"RBPJ",165,158,168
"RELA",73,178,84
"REST",145,163,121
"RFX2",140,165,45
"RFX5",179,181,142
"RUNX1",72,57,6
"RUNX2",118,157,74
"RUNX3",113,136,126
"RXRA",75,114,170
"RXRG",79,94,81
"SETDB1",23,113,39
"SIX5",133,18,109
"SMAD3",12,130,38
"SOX17",15,179,97
"SP1",98,125,40
"SP4",154,135,36
"SPDEF",11,12,67
"SPI1",54,170,133
"SPIB",147,27,113
"SREBF1",21,93,44
"SRF",49,166,14
"STAT1",132,61,77
"STAT2",117,105,69
"STAT3",180,171,83
"STAT4",56,55,105
"STAT5A",61,21,117
"STAT5B",36,100,66
"TBP",178,134,13
"TCF12",120,74,136
"TCF21",78,108,8
"TCF3",167,91,114
"TCF4",158,102,85
"TCF7L2",77,72,178
"TEAD4",155,149,175
"TFAP2A",3,48,135
"TFAP2C",97,39,55
"TFAP4",80,118,176
"TFDP1",90,49,162
"THAP1",109,70,21
"TP63",111,40,47
"TP73",39,15,155
"USF1",122,169,153
"USF2",99,5,174
"VDR",146,167,110
"VEZF1",82,71,46
"XBP1",60,148,82
"YY1",162,143,152
"ZBTB33",160,154,79
"ZBTB7A",57,111,103
"ZBTB7B",94,132,78
"ZEB1",164,144,156
"ZFX",163,146,100
"ZKSCAN1",152,43,73
"ZNF143",42,123,64
"ZNF263",138,155,122
"ZNF384",168,34,22
"ZNF76",74,14,48
