"","P1_2020Oct","P3_2023Jan"
"AHR",13,10
"AR",5,84
"ARID3A",107,100
"ARNT",113,129
"ARNTL",38,3
"ASCL2",95,41
"ATF1",155,37
"ATF2",142,181
"ATF3",32,58
"BACH1",11,2
"BACH2",45,1
"BARX2",161,126
"BATF",78,124
"BCL11A",133,14
"BCL6",9,108
"BHLHE40",24,152
"CEBPA",88,30
"CEBPD",157,132
"CLOCK",162,83
"CTCF",146,154
"E2F2",59,5
"E2F3",119,176
"E2F4",46,33
"E2F6",122,105
"E2F7",140,140
"E2F8",127,118
"EBF1",109,122
"EGR1",149,156
"EGR2",29,96
"EHF",94,15
"ELF1",34,17
"ELK1",160,107
"ELK3",128,22
"ELK4",72,146
"EPAS1",19,11
"ESR1",55,78
"ESR2",69,26
"ESRRA",12,4
"ETS2",60,147
"ETV1",173,62
"ETV5",97,47
"ETV6",178,169
"ETV7",48,114
"FOS",166,61
"FOSL1",104,19
"FOSL2",150,27
"FOXD2",91,32
"FOXH1",168,121
"FOXK1",172,167
"FOXM1",129,48
"FOXO3",137,131
"FOXP1",90,34
"FOXP2",89,82
"FOXP3",51,115
"GATA1",80,144
"GATA2",30,168
"GATA3",4,53
"GATA4",2,69
"GLI2",93,29
"GLIS1",31,76
"GMEB1",114,104
"GMEB2",20,81
"GRHL2",22,92
"GTF2B",180,173
"GTF2I",153,171
"HEY1",73,54
"HIF1A",8,52
"HINFP",108,101
"HNF1B",171,165
"HNF4A",56,102
"HNF4G",106,155
"HOXA1",52,46
"HOXA4",176,158
"HOXB13",50,97
"HOXC6",100,178
"HSF1",15,20
"HSF2",102,162
"IRF2",35,51
"IRF3",170,172
"IRF4",134,25
"JUN",131,142
"JUNB",174,170
"JUND",179,179
"KLF1",3,44
"KLF10",181,159
"KLF3",123,175
"KLF4",167,139
"KLF9",105,116
"KMT2A",64,49
"LHX2",126,161
"MAF",99,38
"MAFF",66,66
"MAFK",130,111
"MECOM",148,106
"MEF2A",177,39
"MEF2C",151,141
"MEIS1",1,136
"MITF",7,127
"MNT",118,40
"MXI1",21,130
"MYB",92,36
"MYBL2",10,43
"MYC",28,91
"NANOG",25,145
"NFAT5",163,135
"NFATC1",62,73
"NFE2",26,8
"NFIC",79,72
"NFYA",96,57
"NFYB",54,94
"NKX2-1",83,12
"NR2C2",76,112
"NR2F2",158,89
"NRF1",6,9
"PAX5",75,23
"PAX6",132,95
"PBX1",37,80
"PBX3",152,35
"PGR",156,160
"POU2F1",116,13
"POU2F2",115,70
"PPARG",139,137
"PRDM1",67,31
"RARG",47,24
"RBPJ",63,7
"RELA",175,148
"REST",111,85
"RFX2",70,21
"RFX5",144,134
"RUNX1",53,90
"RUNX2",103,63
"RUNX3",159,117
"RXRA",145,109
"RXRG",36,93
"SETDB1",84,149
"SIX5",98,79
"SMAD3",169,119
"SOX17",27,163
"SP1",154,164
"SP4",125,177
"SPDEF",112,55
"SPI1",164,157
"SPIB",33,6
"SREBF1",61,98
"SRF",41,103
"STAT1",143,174
"STAT2",58,153
"STAT3",86,128
"STAT4",77,16
"STAT5A",71,123
"STAT5B",87,88
"TBP",16,166
"TCF12",23,42
"TCF21",43,180
"TCF3",110,138
"TCF4",82,99
"TCF7L2",124,64
"TEAD4",138,133
"TFAP2A",120,45
"TFAP2C",68,75
"TFAP4",74,71
"TFDP1",57,28
"THAP1",17,113
"TP63",117,68
"TP73",18,110
"USF1",101,56
"USF2",40,67
"VDR",136,59
"VEZF1",121,125
"XBP1",81,143
"YY1",44,87
"ZBTB33",141,120
"ZBTB7A",39,150
"ZBTB7B",14,77
"ZEB1",165,65
"ZFX",65,74
"ZKSCAN1",42,18
"ZNF143",147,50
"ZNF263",135,60
"ZNF384",49,151
"ZNF76",85,86
